Agent,Exit,Frozen1,Frozen2,Frozen3,Frozen4,Frozen5,Frozen6,test_idx,Fact id,sf_found
17.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,26,119,1
17.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,26,119,1
9.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,27,120,1
9.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,27,120,1
9.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,27,120,1
18.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,28,123,1
18.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,28,123,1
18.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,28,123,1
11.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,29,124,1
11.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,29,124,1
11.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,29,124,1
16.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,30,130,1
16.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,30,130,1
16.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,30,130,1
19.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,31,137,1
19.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,31,137,1
19.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,31,137,1
18.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,32,139,1
18.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,32,139,1
18.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,32,139,1
17.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,33,140,1
17.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,33,140,1
17.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,33,140,1
9.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,34,144,1
9.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,34,144,1
9.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,34,144,1
6.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,35,146,1
6.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,35,146,1
6.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,35,146,1
9.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,36,148,1
9.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,36,148,1
9.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,36,148,1
18.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,37,152,1
18.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,37,152,1
18.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,37,152,1
24.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,38,153,1
24.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,38,153,1
24.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,38,153,1
10.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,39,155,1
10.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,39,155,1
10.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,39,155,1
18.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,40,156,1
18.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,40,156,1
18.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,40,156,1
22.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,41,163,1
22.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,41,163,1
22.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,41,163,1
8.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0,42,168,1
8.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0,42,168,1
8.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0,42,168,1
18.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,43,172,1
18.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,43,172,1
18.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,43,172,1
18.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,44,173,1
18.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,44,173,1
18.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,44,173,1
10.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,45,174,1
10.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,45,174,1
10.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,45,174,1
6.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,46,176,1
6.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,46,176,1
6.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,46,176,1
20.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,47,180,1
20.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,47,180,1
20.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,47,180,1
6.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,48,188,1
6.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,48,188,1
6.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,48,188,1
4.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,49,194,1
4.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,49,194,1
4.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,49,194,1
0.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0,50,199,1
0.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0,50,199,1
0.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0,50,199,1
21.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,51,202,1
21.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,51,202,1
21.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,51,202,1
21.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,52,203,1
21.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,52,203,1
21.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,52,203,1
11.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,53,205,1
11.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,53,205,1
11.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,53,205,1
12.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,54,208,1
12.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,54,208,1
12.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,54,208,1
19.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,55,210,1
19.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,55,210,1
19.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,55,210,1
23.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,56,211,1
23.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,56,211,1
23.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,56,211,1
17.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,57,212,1
17.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,57,212,1
17.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,57,212,1
11.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,58,220,1
11.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,58,220,1
11.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,58,220,1
15.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,59,222,1
15.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,59,222,1
15.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,59,222,1
13.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,60,226,1
13.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,60,226,1
13.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,60,226,1
22.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,61,227,1
22.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,61,227,1
22.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,61,227,1
12.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,62,228,1
12.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,62,228,1
12.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,62,228,1
19.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0,63,230,1
19.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0,63,230,1
19.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0,63,230,1
11.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,64,232,1
11.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,64,232,1
11.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,64,232,1
11.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,65,234,1
11.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,65,234,1
11.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,65,234,1
21.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0,66,247,1
21.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0,66,247,1
21.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0,66,247,1
8.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,67,252,1
8.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,67,252,1
8.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,67,252,1
16.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,68,256,1
16.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,68,256,1
16.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,68,256,1
15.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,69,268,1
15.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,69,268,1
15.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,69,268,1
17.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,70,269,1
17.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,70,269,1
17.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,70,269,1
13.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,71,274,1
13.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,71,274,1
13.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,71,274,1
11.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,72,281,1
11.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,72,281,1
11.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,72,281,1
12.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0,73,282,1
12.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0,73,282,1
12.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0,73,282,1
12.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0,74,283,1
12.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0,74,283,1
12.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0,74,283,1
7.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,75,287,1
7.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,75,287,1
7.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,75,287,1
5.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,76,290,1
5.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,76,290,1
5.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,76,290,1
5.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,77,292,1
5.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,77,292,1
5.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,77,292,1
10.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0,78,293,1
10.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0,78,293,1
10.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0,78,293,1
17.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,79,297,1
17.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,79,297,1
17.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,79,297,1
15.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,80,298,1
15.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,80,298,1
15.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,80,298,1
20.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,81,299,1
20.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,81,299,1
20.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,81,299,1
15.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0,82,302,1
15.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0,82,302,1
15.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0,82,302,1
16.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,83,306,1
16.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,83,306,1
16.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,83,306,1
13.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,84,307,1
13.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,84,307,1
13.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,84,307,1
11.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,85,310,1
11.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,85,310,1
11.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,85,310,1
4.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,86,312,1
4.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,86,312,1
4.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,86,312,1
16.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,87,313,1
16.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,87,313,1
16.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,87,313,1
16.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,88,315,1
16.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,88,315,1
16.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,88,315,1
1.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,89,317,1
1.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,89,317,1
1.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,89,317,1
6.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,90,319,1
6.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,90,319,1
6.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,90,319,1
20.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,91,323,1
20.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,91,323,1
20.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,91,323,1
7.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,92,325,1
7.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,92,325,1
7.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,92,325,1
13.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,93,327,1
13.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,93,327,1
13.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,93,327,1
5.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,94,329,1
5.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,94,329,1
5.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,94,329,1
7.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,95,334,1
7.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,95,334,1
7.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,95,334,1
7.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,96,338,1
7.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,96,338,1
7.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,96,338,1
12.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,97,339,1
12.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,97,339,1
12.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,97,339,1
7.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,98,340,1
7.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,98,340,1
7.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,98,340,1
21.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,99,342,1
21.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,99,342,1
21.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,99,342,1
